sample,elapsed_ms,elapsed_us,temp_c,resistance_ohm,delta_from_baseline,pct_of_step
1665,27788.1568,27788157,72.1361,127.8925,48.8109,100.18
1666,27805.4281,27805428,72.1361,127.8925,48.8109,100.18
1667,27821.6052,27821605,72.1018,127.8793,48.7766,100.11
1668,27840.6569,27840657,72.1361,127.8925,48.8109,100.18
1669,27855.0231,27855023,72.1018,127.8793,48.7766,100.11
1670,27876.4724,27876472,72.1018,127.8793,48.7766,100.11
1671,27888.7748,27888775,72.1018,127.8793,48.7766,100.11
1672,27904.9846,27904985,72.1018,127.8793,48.7766,100.11
1673,27922.2145,27922215,72.1018,127.8793,48.7766,100.11
1674,27938.3052,27938305,72.1018,127.8793,48.7766,100.11
1675,27956.2745,27956274,72.1018,127.8793,48.7766,100.11
1676,27971.9034,27971903,72.1018,127.8793,48.7766,100.11
1677,27993.1909,27993191,72.1018,127.8793,48.7766,100.11
1678,28005.2571,28005257,72.1018,127.8793,48.7766,100.11
1679,28021.9163,28021916,72.0675,127.8662,48.7423,100.04
1680,28038.9876,28038988,72.1018,127.8793,48.7766,100.11
1681,28055.1623,28055162,72.1018,127.8793,48.7766,100.11
1682,28072.5880,28072588,72.0675,127.8662,48.7423,100.04
1683,28088.6695,28088669,72.0675,127.8662,48.7423,100.04
1684,28108.7201,28108720,72.1018,127.8793,48.7766,100.11
1685,28122.0644,28122064,72.1018,127.8793,48.7766,100.11
1686,28143.5518,28143552,72.1018,127.8793,48.7766,100.11
1687,28155.8547,28155855,72.1018,127.8793,48.7766,100.11
1688,28172.0296,28172030,72.1018,127.8793,48.7766,100.11
1689,28189.2147,28189215,72.1018,127.8793,48.7766,100.11
1690,28205.3770,28205377,72.1018,127.8793,48.7766,100.11
1691,28223.3824,28223382,72.0675,127.8662,48.7423,100.04
1692,28238.9220,28238922,72.0675,127.8662,48.7423,100.04
1693,28260.4807,28260481,72.0675,127.8662,48.7423,100.04
1694,28272.6205,28272620,72.0675,127.8662,48.7423,100.04
1695,28288.8634,28288863,72.0675,127.8662,48.7423,100.04
1696,28306.0459,28306046,72.1018,127.8793,48.7766,100.11
1697,28322.1996,28322200,72.1018,127.8793,48.7766,100.11
1698,28339.3914,28339391,72.0675,127.8662,48.7423,100.04
1699,28355.7609,28355761,72.0675,127.8662,48.7423,100.04
1700,28376.8577,28376858,72.0675,127.8662,48.7423,100.04
1701,28389.1187,28389119,72.0675,127.8662,48.7423,100.04
1702,28405.9024,28405902,72.0675,127.8662,48.7423,100.04
1703,28422.8862,28422886,72.0675,127.8662,48.7423,100.04
1704,28439.0827,28439083,72.0675,127.8662,48.7423,100.04
1705,28456.5953,28456595,72.1018,127.8793,48.7766,100.11
1706,28472.4241,28472424,72.1018,127.8793,48.7766,100.11
1707,28491.4024,28491402,72.0675,127.8662,48.7423,100.04
1708,28505.9259,28505926,72.1018,127.8793,48.7766,100.11
1709,28526.7261,28526726,72.1018,127.8793,48.7766,100.11
1710,28539.7712,28539771,72.0675,127.8662,48.7423,100.04
1711,28556.4092,28556409,72.1018,127.8793,48.7766,100.11
1712,28572.8199,28572820,72.1018,127.8793,48.7766,100.11
1713,28589.3798,28589380,72.0675,127.8662,48.7423,100.04
1714,28608.8566,28608857,72.0675,127.8662,48.7423,100.04
1715,28623.1546,28623155,72.0675,127.8662,48.7423,100.04
1716,28639.3641,28639364,72.1018,127.8793,48.7766,100.11
1717,28656.6034,28656603,72.1018,127.8793,48.7766,100.11
1718,28672.6767,28672677,72.1018,127.8793,48.7766,100.11
1719,28691.0075,28691007,72.1018,127.8793,48.7766,100.11
1720,28706.2163,28706216,72.1018,127.8793,48.7766,100.11
1721,28727.5184,28727518,72.1018,127.8793,48.7766,100.11
1722,28739.9801,28739980,72.1018,127.8793,48.7766,100.11
1723,28756.2076,28756208,72.1018,127.8793,48.7766,100.11
1724,28773.4380,28773438,72.1018,127.8793,48.7766,100.11
1725,28789.5417,28789542,72.1018,127.8793,48.7766,100.11
1726,28806.6507,28806651,72.1018,127.8793,48.7766,100.11
1727,28823.0354,28823035,72.0675,127.8662,48.7423,100.04
1728,28843.2068,28843207,72.0675,127.8662,48.7423,100.04
1729,28856.4226,28856423,72.1018,127.8793,48.7766,100.11
1730,28877.5559,28877556,72.0675,127.8662,48.7423,100.04
1731,28890.1834,28890183,72.1018,127.8793,48.7766,100.11
1732,28906.3784,28906378,72.1018,127.8793,48.7766,100.11
1733,28923.6971,28923697,72.1018,127.8793,48.7766,100.11
1734,28939.7424,28939742,72.0675,127.8662,48.7423,100.04
1735,28957.9083,28957908,72.1018,127.8793,48.7766,100.11
1736,28973.2508,28973251,72.1018,127.8793,48.7766,100.11
1737,28993.6801,28993680,72.0675,127.8662,48.7423,100.04
1738,29007.0239,29007024,72.1018,127.8793,48.7766,100.11
1739,29023.2091,29023209,72.0675,127.8662,48.7423,100.04
1740,29040.5151,29040515,72.1018,127.8793,48.7766,100.11
1741,29056.5573,29056557,72.1018,127.8793,48.7766,100.11
1742,29073.6171,29073617,72.1018,127.8793,48.7766,100.11
1743,29090.0880,29090088,72.1018,127.8793,48.7766,100.11
1744,29110.6756,29110676,72.1018,127.8793,48.7766,100.11
1745,29123.4854,29123485,72.1018,127.8793,48.7766,100.11
1746,29140.3268,29140327,72.1018,127.8793,48.7766,100.11
1747,29157.2270,29157227,72.0675,127.8662,48.7423,100.04
1748,29173.4111,29173411,72.0675,127.8662,48.7423,100.04
1749,29190.6897,29190690,72.1018,127.8793,48.7766,100.11
1750,29206.7548,29206755,72.1018,127.8793,48.7766,100.11
1751,29224.9758,29224976,72.1018,127.8793,48.7766,100.11
1752,29240.3130,29240313,72.0675,127.8662,48.7423,100.04
1753,29261.4488,29261449,72.0675,127.8662,48.7423,100.04
1754,29273.8414,29273841,72.0675,127.8662,48.7423,100.04
1755,29290.3823,29290382,72.1018,127.8793,48.7766,100.11
1756,29307.5560,29307556,72.1361,127.8925,48.8109,100.18
1757,29323.6200,29323620,72.1018,127.8793,48.7766,100.11
1758,29340.9712,29340971,72.0675,127.8662,48.7423,100.04
1759,29357.0618,29357062,72.1018,127.8793,48.7766,100.11
1760,29376.3505,29376351,72.1018,127.8793,48.7766,100.11
1761,29390.5111,29390511,72.1018,127.8793,48.7766,100.11
1762,29411.2489,29411249,72.0675,127.8662,48.7423,100.04
1763,29424.3379,29424338,72.1018,127.8793,48.7766,100.11
1764,29440.4601,29440460,72.1018,127.8793,48.7766,100.11
1765,29457.7129,29457713,72.0675,127.8662,48.7423,100.04
1766,29473.8130,29473813,72.0675,127.8662,48.7423,100.04
1767,29491.7016,29491702,72.1018,127.8793,48.7766,100.11
1768,29507.3657,29507366,72.1018,127.8793,48.7766,100.11
1769,29528.1105,29528111,72.0675,127.8662,48.7423,100.04
1770,29540.9039,29540904,72.0675,127.8662,48.7423,100.04
1771,29557.7211,29557721,72.0675,127.8662,48.7423,100.04
1772,29573.9784,29573978,72.1018,127.8793,48.7766,100.11
1773,29590.7978,29590798,72.0675,127.8662,48.7423,100.04
1774,29612.0074,29612007,72.0675,127.8662,48.7423,100.04
1775,29624.5760,29624576,72.0675,127.8662,48.7423,100.04
1776,29640.7432,29640743,72.0675,127.8662,48.7423,100.04
1777,29657.9666,29657967,72.0675,127.8662,48.7423,100.04
1778,29674.1041,29674104,72.0675,127.8662,48.7423,100.04
1779,29692.1153,29692115,72.0675,127.8662,48.7423,100.04
1780,29707.7004,29707700,72.0675,127.8662,48.7423,100.04
1781,29729.3011,29729301,72.0675,127.8662,48.7423,100.04
1782,29741.3698,29741370,72.0675,127.8662,48.7423,100.04
1783,29757.5696,29757570,72.0675,127.8662,48.7423,100.04
1784,29774.8261,29774826,72.0675,127.8662,48.7423,100.04
1785,29790.9446,29790945,72.1018,127.8793,48.7766,100.11
1786,29808.2609,29808261,72.0675,127.8662,48.7423,100.04
1787,29824.4490,29824449,72.0675,127.8662,48.7423,100.04
1788,29845.7404,29845740,72.0675,127.8662,48.7423,100.04
1789,29857.8497,29857850,72.0332,127.8531,48.7080,99.96
1790,29874.5800,29874580,72.0332,127.8531,48.7080,99.96
1791,29891.6460,29891646,72.0675,127.8662,48.7423,100.04
1792,29907.7947,29907795,72.0332,127.8531,48.7080,99.96
1793,29925.0588,29925059,72.0675,127.8662,48.7423,100.04
1794,29941.1160,29941116,72.0332,127.8531,48.7080,99.96
1795,29959.6261,29959626,72.0675,127.8662,48.7423,100.04
1796,29974.6560,29974656,72.0332,127.8531,48.7080,99.96
1797,29996.3966,29996397,72.0675,127.8662,48.7423,100.04
1798,30008.4714,30008471,72.0675,127.8662,48.7423,100.04
