sample,elapsed_ms,elapsed_us,temp_c,resistance_ohm,delta_from_baseline,pct_of_step
787,13134.3700,13134370,70.7984,127.3807,47.4732,97.43
788,13151.4350,13151435,70.7984,127.3807,47.4732,97.43
789,13167.8935,13167894,70.7984,127.3807,47.4732,97.43
790,13188.8936,13188894,70.7984,127.3807,47.4732,97.43
791,13201.2721,13201272,70.8327,127.3938,47.5075,97.50
792,13217.9686,13217969,70.8327,127.3938,47.5075,97.50
793,13235.0046,13235005,70.8327,127.3938,47.5075,97.50
794,13251.2176,13251218,70.8327,127.3938,47.5075,97.50
795,13268.5705,13268570,70.8327,127.3938,47.5075,97.50
796,13284.5952,13284595,70.8327,127.3938,47.5075,97.50
797,13303.5676,13303568,70.9013,127.4200,47.5761,97.64
798,13318.0920,13318092,70.8670,127.4069,47.5418,97.57
799,13339.7413,13339741,70.8670,127.4069,47.5418,97.57
800,13351.8651,13351865,70.8670,127.4069,47.5418,97.57
801,13368.0652,13368065,70.9013,127.4200,47.5761,97.64
802,13385.2388,13385239,70.8670,127.4069,47.5418,97.57
803,13401.4124,13401412,70.9013,127.4200,47.5761,97.64
804,13418.4849,13418485,70.9356,127.4332,47.6104,97.71
805,13434.9128,13434913,70.9356,127.4332,47.6104,97.71
806,13455.6123,13455612,70.9356,127.4332,47.6104,97.71
807,13468.2980,13468298,70.9356,127.4332,47.6104,97.71
808,13485.0049,13485005,70.9356,127.4332,47.6104,97.71
809,13502.0448,13502045,70.9356,127.4332,47.6104,97.71
810,13518.2510,13518251,70.9013,127.4200,47.5761,97.64
811,13535.6022,13535602,70.9356,127.4332,47.6104,97.71
812,13551.6903,13551690,70.9699,127.4463,47.6447,97.78
813,13572.8486,13572849,70.9356,127.4332,47.6104,97.71
814,13585.5040,13585504,70.9699,127.4463,47.6447,97.78
815,13601.6749,13601675,70.9699,127.4463,47.6447,97.78
816,13618.8671,13618867,70.9699,127.4463,47.6447,97.78
817,13635.5912,13635591,70.9699,127.4463,47.6447,97.78
818,13651.9339,13651934,70.9699,127.4463,47.6447,97.78
819,13668.9297,13668930,70.9699,127.4463,47.6447,97.78
820,13685.1334,13685133,71.0042,127.4594,47.6790,97.85
821,13702.4645,13702464,70.9699,127.4463,47.6447,97.78
822,13718.6026,13718603,70.9699,127.4463,47.6447,97.78
823,13737.8697,13737870,71.0042,127.4594,47.6790,97.85
824,13752.0650,13752065,71.0042,127.4594,47.6790,97.85
825,13773.3443,13773344,71.0385,127.4725,47.7133,97.92
826,13785.7572,13785757,71.0385,127.4725,47.7133,97.92
827,13801.9600,13801960,71.0385,127.4725,47.7133,97.92
828,13819.1802,13819180,71.0385,127.4725,47.7133,97.92
829,13835.3708,13835371,71.0385,127.4725,47.7133,97.92
830,13852.7281,13852728,71.0385,127.4725,47.7133,97.92
831,13868.8871,13868887,71.0385,127.4725,47.7133,97.92
832,13890.1643,13890164,71.0385,127.4725,47.7133,97.92
833,13902.2520,13902252,71.0385,127.4725,47.7133,97.92
834,13918.9008,13918901,71.0728,127.4857,47.7476,97.99
835,13936.0867,13936087,71.0385,127.4725,47.7133,97.92
836,13952.1970,13952197,71.0728,127.4857,47.7476,97.99
837,13969.5334,13969533,71.0728,127.4857,47.7476,97.99
838,13985.6285,13985628,71.0728,127.4857,47.7476,97.99
839,14005.1191,14005119,71.0728,127.4857,47.7476,97.99
840,14019.0583,14019058,71.0728,127.4857,47.7476,97.99
841,14040.2700,14040270,71.1071,127.4988,47.7819,98.06
842,14052.7776,14052778,71.1071,127.4988,47.7819,98.06
843,14069.0013,14069001,71.1071,127.4988,47.7819,98.06
844,14086.2453,14086245,71.0728,127.4857,47.7476,97.99
845,14102.3617,14102362,71.1071,127.4988,47.7819,98.06
846,14120.5991,14120599,71.1071,127.4988,47.7819,98.06
847,14135.9023,14135902,71.1071,127.4988,47.7819,98.06
848,14156.9832,14156983,71.1071,127.4988,47.7819,98.06
849,14169.4314,14169431,71.1414,127.5119,47.8162,98.13
850,14185.9075,14185907,71.1757,127.5250,47.8505,98.20
851,14203.0100,14203010,71.1414,127.5119,47.8162,98.13
852,14219.2052,14219205,71.1414,127.5119,47.8162,98.13
853,14236.5050,14236505,71.1414,127.5119,47.8162,98.13
854,14252.6814,14252681,71.1414,127.5119,47.8162,98.13
855,14273.2051,14273205,71.1414,127.5119,47.8162,98.13
856,14286.0899,14286090,71.1757,127.5250,47.8505,98.20
857,14305.1936,14305194,71.1757,127.5250,47.8505,98.20
858,14319.8983,14319898,71.2100,127.5381,47.8848,98.28
859,14336.0513,14336051,71.1757,127.5250,47.8505,98.20
860,14353.2295,14353229,71.1757,127.5250,47.8505,98.20
861,14369.4242,14369424,71.2100,127.5381,47.8848,98.28
862,14388.0820,14388082,71.2100,127.5381,47.8848,98.28
863,14402.9357,14402936,71.2100,127.5381,47.8848,98.28
864,14423.9259,14423926,71.2443,127.5513,47.9191,98.35
865,14436.6973,14436697,71.2100,127.5381,47.8848,98.28
866,14452.9126,14452913,71.2443,127.5513,47.9191,98.35
867,14470.0528,14470053,71.2443,127.5513,47.9191,98.35
868,14486.2437,14486244,71.2786,127.5644,47.9534,98.42
869,14503.4148,14503415,71.2443,127.5513,47.9191,98.35
870,14519.7629,14519763,71.2443,127.5513,47.9191,98.35
871,14540.0163,14540016,71.2786,127.5644,47.9534,98.42
872,14553.3788,14553379,71.2443,127.5513,47.9191,98.35
873,14570.1955,14570195,71.2443,127.5513,47.9191,98.35
874,14586.9822,14586982,71.2443,127.5513,47.9191,98.35
875,14603.0825,14603083,71.2786,127.5644,47.9534,98.42
876,14621.7730,14621773,71.2786,127.5644,47.9534,98.42
877,14636.5680,14636568,71.2786,127.5644,47.9534,98.42
878,14657.8074,14657807,71.3129,127.5775,47.9877,98.49
879,14670.3095,14670309,71.3129,127.5775,47.9877,98.49
880,14686.5287,14686529,71.3129,127.5775,47.9877,98.49
881,14704.0201,14704020,71.3129,127.5775,47.9877,98.49
882,14719.9475,14719947,71.3129,127.5775,47.9877,98.49
883,14736.9202,14736920,71.3129,127.5775,47.9877,98.49
884,14753.3781,14753378,71.3129,127.5775,47.9877,98.49
885,14774.2192,14774219,71.3472,127.5906,48.0220,98.56
886,14786.8011,14786801,71.3472,127.5906,48.0220,98.56
887,14803.5277,14803528,71.3129,127.5775,47.9877,98.49
888,14820.6136,14820614,71.3129,127.5775,47.9877,98.49
889,14836.7326,14836733,71.3472,127.5906,48.0220,98.56
890,14854.0527,14854053,71.3472,127.5906,48.0220,98.56
891,14870.1760,14870176,71.3472,127.5906,48.0220,98.56
892,14889.5419,14889542,71.3472,127.5906,48.0220,98.56
893,14903.6480,14903648,71.3815,127.6038,48.0563,98.63
894,14924.7139,14924714,71.3815,127.6038,48.0563,98.63
895,14937.4210,14937421,71.3815,127.6038,48.0563,98.63
896,14953.5705,14953570,71.3815,127.6038,48.0563,98.63
897,14970.8019,14970802,71.3815,127.6038,48.0563,98.63
898,14986.9330,14986933,71.3815,127.6038,48.0563,98.63
899,15004.2893,15004289,71.3815,127.6038,48.0563,98.63
900,15020.4250,15020425,71.3815,127.6038,48.0563,98.63
901,15041.2845,15041285,71.3815,127.6038,48.0563,98.63
902,15053.9874,15053987,71.4158,127.6169,48.0906,98.70
903,15070.4661,15070466,71.4158,127.6169,48.0906,98.70
904,15087.7224,15087722,71.4158,127.6169,48.0906,98.70
905,15103.7996,15103800,71.4158,127.6169,48.0906,98.70
906,15121.0431,15121043,71.4158,127.6169,48.0906,98.70
907,15137.2428,15137243,71.4158,127.6169,48.0906,98.70
908,15157.7526,15157753,71.4158,127.6169,48.0906,98.70
909,15170.6367,15170637,71.4501,127.6300,48.1249,98.77
910,15191.1914,15191191,71.4501,127.6300,48.1249,98.77
911,15204.4169,15204417,71.4158,127.6169,48.0906,98.70
912,15220.5759,15220576,71.4501,127.6300,48.1249,98.77
913,15237.8277,15237828,71.4158,127.6169,48.0906,98.70
914,15253.9494,15253949,71.4501,127.6300,48.1249,98.77
915,15271.8228,15271823,71.4501,127.6300,48.1249,98.77
916,15287.4784,15287478,71.4501,127.6300,48.1249,98.77
917,15308.1939,15308194,71.4501,127.6300,48.1249,98.77
918,15321.1276,15321128,71.4501,127.6300,48.1249,98.77
919,15337.4269,15337427,71.4844,127.6431,48.1592,98.84
920,15354.6364,15354636,71.4844,127.6431,48.1592,98.84
921,15370.8609,15370861,71.4501,127.6300,48.1249,98.77
922,15388.2263,15388226,71.4501,127.6300,48.1249,98.77
923,15404.2872,15404287,71.4501,127.6300,48.1249,98.77
924,15424.4736,15424474,71.4501,127.6300,48.1249,98.77
925,15437.6709,15437671,71.4501,127.6300,48.1249,98.77
926,15455.6742,15455674,71.4501,127.6300,48.1249,98.77
927,15471.6588,15471659,71.4844,127.6431,48.1592,98.84
928,15487.6500,15487650,71.4844,127.6431,48.1592,98.84
929,15504.9471,15504947,71.4844,127.6431,48.1592,98.84
930,15521.0602,15521060,71.4844,127.6431,48.1592,98.84
931,15539.8312,15539831,71.4844,127.6431,48.1592,98.84
932,15554.5362,15554536,71.4844,127.6431,48.1592,98.84
933,15571.4065,15571406,71.4844,127.6431,48.1592,98.84
934,15588.5484,15588548,71.4844,127.6431,48.1592,98.84
935,15604.4281,15604428,71.5187,127.6562,48.1935,98.91
936,15623.5535,15623553,71.5187,127.6562,48.1935,98.91
937,15637.9576,15637958,71.5187,127.6562,48.1935,98.91
938,15658.8874,15658887,71.5187,127.6562,48.1935,98.91
939,15671.8052,15671805,71.5187,127.6562,48.1935,98.91
940,15687.9177,15687918,71.4844,127.6431,48.1592,98.84
941,15705.1509,15705151,71.5187,127.6562,48.1935,98.91
942,15721.2651,15721265,71.5187,127.6562,48.1935,98.91
943,15738.2836,15738284,71.5530,127.6694,48.2278,98.98
944,15754.7786,15754779,71.5187,127.6562,48.1935,98.91
945,15775.5408,15775541,71.5187,127.6562,48.1935,98.91
946,15788.1763,15788176,71.5530,127.6694,48.2278,98.98
947,15804.8914,15804891,71.5530,127.6694,48.2278,98.98
948,15821.9892,15821989,71.5530,127.6694,48.2278,98.98
949,15838.0910,15838091,71.5530,127.6694,48.2278,98.98
950,15855.5925,15855592,71.5530,127.6694,48.2278,98.98
951,15871.5381,15871538,71.5530,127.6694,48.2278,98.98
952,15890.7228,15890723,71.5530,127.6694,48.2278,98.98
953,15904.9778,15904978,71.5530,127.6694,48.2278,98.98
954,15926.1557,15926156,71.5530,127.6694,48.2278,98.98
955,15938.8215,15938822,71.5530,127.6694,48.2278,98.98
956,15954.9289,15954929,71.5530,127.6694,48.2278,98.98
957,15972.2935,15972293,71.5530,127.6694,48.2278,98.98
958,15988.2809,15988281,71.5530,127.6694,48.2278,98.98
959,16006.1630,16006163,71.5187,127.6562,48.1935,98.91
960,16021.8277,16021828,71.5530,127.6694,48.2278,98.98
961,16043.0775,16043078,71.5530,127.6694,48.2278,98.98
962,16055.5153,16055515,71.5530,127.6694,48.2278,98.98
963,16071.8116,16071812,71.5873,127.6825,48.2621,99.05
964,16089.0328,16089033,71.5530,127.6694,48.2278,98.98
965,16105.1282,16105128,71.5530,127.6694,48.2278,98.98
966,16122.3864,16122386,71.5530,127.6694,48.2278,98.98
967,16138.6452,16138645,71.5530,127.6694,48.2278,98.98
968,16158.8834,16158883,71.5873,127.6825,48.2621,99.05
969,16172.0774,16172077,71.5873,127.6825,48.2621,99.05
970,16193.1166,16193117,71.5873,127.6825,48.2621,99.05
971,16205.8520,16205852,71.5873,127.6825,48.2621,99.05
972,16221.9409,16221941,71.6216,127.6956,48.2964,99.12
973,16239.3263,16239326,71.6216,127.6956,48.2964,99.12
974,16255.3743,16255374,71.5873,127.6825,48.2621,99.05
975,16274.0693,16274069,71.5873,127.6825,48.2621,99.05
976,16288.8781,16288878,71.5873,127.6825,48.2621,99.05
977,16310.1844,16310184,71.6216,127.6956,48.2964,99.12
978,16322.6821,16322682,71.5873,127.6825,48.2621,99.05
979,16338.7878,16338788,71.5873,127.6825,48.2621,99.05
980,16356.1477,16356148,71.5873,127.6825,48.2621,99.05
981,16372.1859,16372186,71.5873,127.6825,48.2621,99.05
982,16389.2661,16389266,71.5873,127.6825,48.2621,99.05
983,16405.7112,16405711,71.5873,127.6825,48.2621,99.05
984,16426.0527,16426053,71.5873,127.6825,48.2621,99.05
985,16439.0904,16439090,71.5873,127.6825,48.2621,99.05
986,16458.6364,16458636,71.5873,127.6825,48.2621,99.05
987,16472.8833,16472883,71.5873,127.6825,48.2621,99.05
988,16489.0235,16489023,71.5873,127.6825,48.2621,99.05
989,16506.3843,16506384,71.5873,127.6825,48.2621,99.05
990,16522.3671,16522367,71.5873,127.6825,48.2621,99.05
991,16540.7870,16540787,71.5873,127.6825,48.2621,99.05
992,16555.9570,16555957,71.5873,127.6825,48.2621,99.05
993,16572.7105,16572711,71.6216,127.6956,48.2964,99.12
994,16589.7410,16589741,71.6216,127.6956,48.2964,99.12
995,16605.8179,16605818,71.6216,127.6956,48.2964,99.12
996,16623.7697,16623770,71.6216,127.6956,48.2964,99.12
997,16639.3964,16639396,71.6216,127.6956,48.2964,99.12
998,16660.2739,16660274,71.6216,127.6956,48.2964,99.12
999,16673.0834,16673083,71.6216,127.6956,48.2964,99.12
1000,16689.3759,16689376,71.6216,127.6956,48.2964,99.12
1001,16706.5448,16706545,71.6216,127.6956,48.2964,99.12
1002,16722.6854,16722685,71.6216,127.6956,48.2964,99.12
1003,16740.1324,16740132,71.6559,127.7087,48.3307,99.19
1004,16756.2042,16756204,71.6559,127.7087,48.3307,99.19
1005,16776.0565,16776056,71.6216,127.6956,48.2964,99.12
1006,16789.5955,16789596,71.6216,127.6956,48.2964,99.12
1007,16810.7838,16810784,71.6216,127.6956,48.2964,99.12
1008,16823.4305,16823430,71.6559,127.7087,48.3307,99.19
1009,16839.7446,16839745,71.6216,127.6956,48.2964,99.12
1010,16856.8830,16856883,71.6216,127.6956,48.2964,99.12
1011,16872.8728,16872873,71.6216,127.6956,48.2964,99.12
1012,16890.9378,16890938,71.6216,127.6956,48.2964,99.12
1013,16906.4195,16906420,71.6216,127.6956,48.2964,99.12
1014,16927.5549,16927555,71.6216,127.6956,48.2964,99.12
1015,16940.0383,16940038,71.6216,127.6956,48.2964,99.12
1016,16956.4230,16956423,71.6216,127.6956,48.2964,99.12
1017,16973.5797,16973580,71.6559,127.7087,48.3307,99.19
1018,16989.7370,16989737,71.6559,127.7087,48.3307,99.19
1019,17007.0527,17007053,71.6559,127.7087,48.3307,99.19
1020,17023.2175,17023217,71.6216,127.6956,48.2964,99.12
1021,17043.0548,17043055,71.6559,127.7087,48.3307,99.19
1022,17056.6320,17056632,71.6559,127.7087,48.3307,99.19
1023,17078.3486,17078349,71.6559,127.7087,48.3307,99.19
1024,17090.3796,17090380,71.6216,127.6956,48.2964,99.12
1025,17106.6511,17106651,71.6559,127.7087,48.3307,99.19
1026,17123.9181,17123918,71.6559,127.7087,48.3307,99.19
1027,17139.9584,17139958,71.6559,127.7087,48.3307,99.19
1028,17157.8072,17157807,71.6559,127.7087,48.3307,99.19
1029,17173.4850,17173485,71.6559,127.7087,48.3307,99.19
1030,17194.5789,17194579,71.6559,127.7087,48.3307,99.19
1031,17207.1218,17207122,71.6559,127.7087,48.3307,99.19
1032,17223.5137,17223514,71.6559,127.7087,48.3307,99.19
1033,17240.6902,17240690,71.6559,127.7087,48.3307,99.19
1034,17256.7771,17256777,71.6559,127.7087,48.3307,99.19
1035,17274.1985,17274199,71.6902,127.7219,48.3650,99.26
1036,17290.2825,17290282,71.6902,127.7219,48.3650,99.26
1037,17310.4392,17310439,71.6902,127.7219,48.3650,99.26
1038,17323.7303,17323730,71.6559,127.7087,48.3307,99.19
1039,17345.2075,17345207,71.6559,127.7087,48.3307,99.19
1040,17357.4390,17357439,71.6902,127.7219,48.3650,99.26
1041,17373.5911,17373591,71.6902,127.7219,48.3650,99.26
1042,17390.8517,17390852,71.6902,127.7219,48.3650,99.26
1043,17406.9575,17406957,71.6902,127.7219,48.3650,99.26
1044,17425.2912,17425291,71.6902,127.7219,48.3650,99.26
1045,17440.5089,17440509,71.6902,127.7219,48.3650,99.26
1046,17462.0398,17462040,71.6559,127.7087,48.3307,99.19
1047,17473.9128,17473913,71.6902,127.7219,48.3650,99.26
1048,17490.5278,17490528,71.6902,127.7219,48.3650,99.26
1049,17507.7258,17507726,71.6902,127.7219,48.3650,99.26
1050,17523.8487,17523849,71.7245,127.7350,48.3993,99.33
1051,17541.1823,17541182,71.6902,127.7219,48.3650,99.26
1052,17557.6594,17557659,71.6902,127.7219,48.3650,99.26
1053,17578.3421,17578342,71.7245,127.7350,48.3993,99.33
1054,17591.1602,17591160,71.7245,127.7350,48.3993,99.33
1055,17607.2771,17607277,71.7245,127.7350,48.3993,99.33
1056,17624.5678,17624568,71.6902,127.7219,48.3650,99.26
1057,17640.6167,17640617,71.6902,127.7219,48.3650,99.26
1058,17658.2062,17658206,71.7245,127.7350,48.3993,99.33
1059,17674.1781,17674178,71.7245,127.7350,48.3993,99.33
1060,17695.4398,17695440,71.7245,127.7350,48.3993,99.33
1061,17707.6436,17707644,71.7245,127.7350,48.3993,99.33
1062,17724.2098,17724210,71.7245,127.7350,48.3993,99.33
1063,17741.3070,17741307,71.7245,127.7350,48.3993,99.33
1064,17757.4796,17757480,71.7245,127.7350,48.3993,99.33
1065,17774.8385,17774838,71.7588,127.7481,48.4336,99.40
1066,17790.9607,17790961,71.7588,127.7481,48.4336,99.40
1067,17810.4280,17810428,71.7588,127.7481,48.4336,99.40
1068,17824.3852,17824385,71.7588,127.7481,48.4336,99.40
1069,17846.0949,17846095,71.7245,127.7350,48.3993,99.33
1070,17858.1398,17858140,71.7588,127.7481,48.4336,99.40
1071,17874.3413,17874341,71.7588,127.7481,48.4336,99.40
1072,17891.6041,17891604,71.7245,127.7350,48.3993,99.33
1073,17907.7257,17907726,71.7588,127.7481,48.4336,99.40
1074,17926.1073,17926107,71.7931,127.7612,48.4679,99.47
1075,17941.1806,17941181,71.7588,127.7481,48.4336,99.40
1076,17962.1251,17962125,71.7588,127.7481,48.4336,99.40
1077,17974.9872,17974987,71.7588,127.7481,48.4336,99.40
1078,17991.1300,17991130,71.7588,127.7481,48.4336,99.40
1079,18008.4046,18008405,71.7931,127.7612,48.4679,99.47
1080,18024.5190,18024519,71.7588,127.7481,48.4336,99.40
1081,18041.5451,18041545,71.7931,127.7612,48.4679,99.47
1082,18058.0039,18058004,71.7931,127.7612,48.4679,99.47
1083,18078.8012,18078801,71.7931,127.7612,48.4679,99.47
1084,18091.4251,18091425,71.8274,127.7744,48.5022,99.54
1085,18108.2102,18108210,71.7931,127.7612,48.4679,99.47
1086,18125.2071,18125207,71.7931,127.7612,48.4679,99.47
1087,18141.3411,18141341,71.7931,127.7612,48.4679,99.47
1088,18158.5835,18158584,71.7931,127.7612,48.4679,99.47
1089,18174.7116,18174712,71.7931,127.7612,48.4679,99.47
1090,18193.5149,18193515,71.7588,127.7481,48.4336,99.40
1091,18208.2330,18208233,71.7588,127.7481,48.4336,99.40
1092,18229.4082,18229408,71.7931,127.7612,48.4679,99.47
1093,18241.9430,18241943,71.8274,127.7744,48.5022,99.54
1094,18258.1641,18258164,71.8274,127.7744,48.5022,99.54
1095,18275.4296,18275430,71.8274,127.7744,48.5022,99.54
1096,18291.5870,18291587,71.8274,127.7744,48.5022,99.54
1097,18308.6499,18308650,71.8274,127.7744,48.5022,99.54
1098,18325.0449,18325045,71.8274,127.7744,48.5022,99.54
1099,18345.5185,18345518,71.8274,127.7744,48.5022,99.54
1100,18358.4265,18358426,71.8274,127.7744,48.5022,99.54
1101,18377.3578,18377358,71.7931,127.7612,48.4679,99.47
1102,18392.2255,18392226,71.7931,127.7612,48.4679,99.47
1103,18408.3930,18408393,71.7931,127.7612,48.4679,99.47
1104,18425.6110,18425611,71.8274,127.7744,48.5022,99.54
1105,18441.7677,18441768,71.8274,127.7744,48.5022,99.54
1106,18459.7093,18459709,71.8617,127.7875,48.5365,99.61
1107,18475.2728,18475273,71.8274,127.7744,48.5022,99.54
1108,18496.2306,18496231,71.8274,127.7744,48.5022,99.54
1109,18508.9091,18508909,71.8274,127.7744,48.5022,99.54
1110,18525.2124,18525212,71.8274,127.7744,48.5022,99.54
1111,18542.4153,18542415,71.8274,127.7744,48.5022,99.54
1112,18559.0312,18559031,71.8617,127.7875,48.5365,99.61
1113,18578.8673,18578867,71.8274,127.7744,48.5022,99.54
1114,18592.1201,18592120,71.8274,127.7744,48.5022,99.54
1115,18611.0253,18611025,71.8274,127.7744,48.5022,99.54
1116,18625.8565,18625857,71.8274,127.7744,48.5022,99.54
1117,18642.0456,18642046,71.8274,127.7744,48.5022,99.54
1118,18659.4862,18659486,71.8617,127.7875,48.5365,99.61
1119,18675.4422,18675442,71.8617,127.7875,48.5365,99.61
1120,18693.5888,18693589,71.8617,127.7875,48.5365,99.61
1121,18708.9291,18708929,71.8617,127.7875,48.5365,99.61
1122,18730.1227,18730123,71.8617,127.7875,48.5365,99.61
1123,18742.6109,18742611,71.8960,127.8006,48.5708,99.68
1124,18758.8681,18758868,71.8960,127.8006,48.5708,99.68
1125,18776.1587,18776159,71.8960,127.8006,48.5708,99.68
1126,18792.2612,18792261,71.8617,127.7875,48.5365,99.61
1127,18809.4919,18809492,71.8617,127.7875,48.5365,99.61
1128,18825.7703,18825770,71.8617,127.7875,48.5365,99.61
1129,18846.0899,18846090,71.8617,127.7875,48.5365,99.61
1130,18859.1493,18859149,71.8960,127.8006,48.5708,99.68
1131,18878.6527,18878653,71.8960,127.8006,48.5708,99.68
1132,18892.8875,18892888,71.8617,127.7875,48.5365,99.61
1133,18909.0800,18909080,71.8960,127.8006,48.5708,99.68
1134,18926.2766,18926277,71.8960,127.8006,48.5708,99.68
1135,18942.4537,18942454,71.8960,127.8006,48.5708,99.68
1136,18960.6265,18960627,71.9303,127.8137,48.6051,99.75
1137,18976.0294,18976029,71.8960,127.8006,48.5708,99.68
1138,18997.5834,18997583,71.8960,127.8006,48.5708,99.68
1139,19009.7199,19009720,71.8960,127.8006,48.5708,99.68
1140,19025.9414,19025941,71.8960,127.8006,48.5708,99.68
1141,19043.1457,19043146,71.8960,127.8006,48.5708,99.68
1142,19059.3590,19059359,71.8960,127.8006,48.5708,99.68
1143,19076.2650,19076265,71.8960,127.8006,48.5708,99.68
1144,19092.7905,19092790,71.8960,127.8006,48.5708,99.68
1145,19113.7491,19113749,71.9303,127.8137,48.6051,99.75
1146,19126.1927,19126193,71.9303,127.8137,48.6051,99.75
1147,19143.0651,19143065,71.9303,127.8137,48.6051,99.75
1148,19159.9853,19159985,71.8960,127.8006,48.5708,99.68
1149,19176.1690,19176169,71.9303,127.8137,48.6051,99.75
1150,19193.5475,19193547,71.8960,127.8006,48.5708,99.68
1151,19209.5325,19209533,71.9303,127.8137,48.6051,99.75
1152,19228.4790,19228479,71.9303,127.8137,48.6051,99.75
1153,19243.0127,19243013,71.9303,127.8137,48.6051,99.75
1154,19264.3770,19264377,71.9303,127.8137,48.6051,99.75
1155,19276.7714,19276771,71.9303,127.8137,48.6051,99.75
1156,19292.9732,19292973,71.9303,127.8137,48.6051,99.75
1157,19310.1528,19310153,71.8960,127.8006,48.5708,99.68
1158,19326.3528,19326353,71.8960,127.8006,48.5708,99.68
1159,19344.1192,19344119,71.9303,127.8137,48.6051,99.75
1160,19359.8948,19359895,71.9303,127.8137,48.6051,99.75
1161,19380.8405,19380840,71.9646,127.8268,48.6394,99.82
1162,19393.2358,19393236,71.9303,127.8137,48.6051,99.75
1163,19409.9738,19409974,71.9303,127.8137,48.6051,99.75
1164,19426.9610,19426961,71.9303,127.8137,48.6051,99.75
1165,19443.1883,19443188,71.9303,127.8137,48.6051,99.75
1166,19460.4994,19460499,71.9303,127.8137,48.6051,99.75
1167,19476.5374,19476537,71.9646,127.8268,48.6394,99.82
1168,19495.4553,19495455,71.9646,127.8268,48.6394,99.82
1169,19510.0747,19510075,71.9646,127.8268,48.6394,99.82
1170,19531.1763,19531176,71.9646,127.8268,48.6394,99.82
1171,19543.8610,19543861,71.9303,127.8137,48.6051,99.75
1172,19560.4836,19560484,71.9303,127.8137,48.6051,99.75
1173,19577.3069,19577307,71.9646,127.8268,48.6394,99.82
1174,19593.5104,19593510,71.9303,127.8137,48.6051,99.75
1175,19614.4122,19614412,71.9303,127.8137,48.6051,99.75
1176,19626.8839,19626884,71.9646,127.8268,48.6394,99.82
1177,19643.6511,19643651,71.9646,127.8268,48.6394,99.82
1178,19660.6499,19660650,71.9646,127.8268,48.6394,99.82
1179,19676.8755,19676875,71.9646,127.8268,48.6394,99.82
1180,19694.1521,19694152,71.9303,127.8137,48.6051,99.75
1181,19710.2139,19710214,71.9303,127.8137,48.6051,99.75
1182,19729.3230,19729323,71.9646,127.8268,48.6394,99.82
1183,19743.7588,19743759,71.9646,127.8268,48.6394,99.82
1184,19764.8970,19764897,71.9989,127.8400,48.6737,99.89
1185,19777.4640,19777464,71.9989,127.8400,48.6737,99.89
1186,19793.6419,19793642,71.9646,127.8268,48.6394,99.82
1187,19810.8816,19810882,71.9646,127.8268,48.6394,99.82
1188,19827.0394,19827039,71.9646,127.8268,48.6394,99.82
1189,19844.0948,19844095,71.9989,127.8400,48.6737,99.89
1190,19860.5285,19860528,71.9989,127.8400,48.6737,99.89
1191,19881.5024,19881502,71.9646,127.8268,48.6394,99.82
1192,19893.9189,19893919,71.9989,127.8400,48.6737,99.89
1193,19912.1478,19912148,71.9989,127.8400,48.6737,99.89
1194,19927.7224,19927722,71.9989,127.8400,48.6737,99.89
1195,19943.8860,19943886,71.9646,127.8268,48.6394,99.82
1196,19961.0413,19961041,71.9646,127.8268,48.6394,99.82
1197,19977.2426,19977243,71.9989,127.8400,48.6737,99.89
1198,19995.6961,19995696,71.9989,127.8400,48.6737,99.89
1199,20010.7494,20010749,71.9646,127.8268,48.6394,99.82
1200,20031.8629,20031863,71.9989,127.8400,48.6737,99.89
1201,20044.5117,20044512,71.9989,127.8400,48.6737,99.89
1202,20060.7153,20060715,71.9989,127.8400,48.6737,99.89
1203,20077.8858,20077886,71.9989,127.8400,48.6737,99.89
1204,20094.0933,20094093,71.9989,127.8400,48.6737,99.89
1205,20111.1497,20111150,71.9989,127.8400,48.6737,99.89
1206,20127.6133,20127613,71.9989,127.8400,48.6737,99.89
1207,20148.2950,20148295,72.0332,127.8531,48.7080,99.96
1208,20160.9471,20160947,72.0332,127.8531,48.7080,99.96
1209,20177.7762,20177776,72.0675,127.8662,48.7423,100.04
1210,20194.7078,20194708,72.0332,127.8531,48.7080,99.96
1211,20210.9209,20210921,72.0332,127.8531,48.7080,99.96
1212,20228.3098,20228310,72.0332,127.8531,48.7080,99.96
1213,20244.3622,20244362,72.0332,127.8531,48.7080,99.96
1214,20263.6259,20263626,72.0332,127.8531,48.7080,99.96
1215,20277.8010,20277801,72.0675,127.8662,48.7423,100.04
1216,20299.7949,20299795,72.0675,127.8662,48.7423,100.04
1217,20311.5941,20311594,72.0675,127.8662,48.7423,100.04
1218,20327.7726,20327773,72.0675,127.8662,48.7423,100.04
1219,20344.9178,20344918,72.0675,127.8662,48.7423,100.04
1220,20361.1318,20361132,72.0675,127.8662,48.7423,100.04
1221,20378.3631,20378363,72.0675,127.8662,48.7423,100.04
1222,20394.6650,20394665,72.0675,127.8662,48.7423,100.04
1223,20415.9235,20415924,72.0675,127.8662,48.7423,100.04
1224,20428.0432,20428043,72.0675,127.8662,48.7423,100.04
1225,20444.7470,20444747,72.1018,127.8793,48.7766,100.11
1226,20461.7655,20461765,72.1018,127.8793,48.7766,100.11
1227,20477.9628,20477963,72.0675,127.8662,48.7423,100.04
1228,20495.3449,20495345,72.1018,127.8793,48.7766,100.11
